text;sentiment
My cousin got on the new streetcar. Didn't know how to pay and the driver's door was closed. Came out the subway confused and got charged by the fake police. Launch new shit and rarely taught us how to use it. Good bait. # TTC;0
"It's censorship."" # TTC refuses to turn on artwork it commissioned, approved and paid $500G for https://www.theglobeandmail.com/news/toronto/ttc-turns-the-lights-out-on-subway-word-art-installation/article37427145/ …""";0
I think this decision will backfire MT @ globeandmail # TTC won't use subway art installation over fear of hate speech https://trib.al/n20KO0P;0
It's -12 instead of allowing passengers to sit in a # TTC # 504streetcar the driver locks the… https://www.instagram.com/p/BdK8E-sFjqE/;0
Wtf is going on # ttc # ttchelp im at wilson waiting for a train, said a 3 min wait now a 6 min wait and its been over 10 mins. Get ur act together, people have to work still;0
Give it to the # ttc to fuck up the morning. Lol nothing new.;0
This is absolutely ridiculous. In the amount of time it took to build the # Line1ext, especially given the delays, the # TTC should have been able to foresee this and figure out how to moderate messages. https://twitter.com/globeandmail/status/945458971854467074 …;0
Just got off a # TTC # TTC bus to Kennedy STN w an # asshole of an operator.;0
RANT 1/2: Merry Christmas to # TTC Chief Supervisor T. O’Brien (no. 71523) for being a total GRINCH on Christmas Eve, blocking us in so he could issue us a $150 ticket while we tried to move amid heavy traffic..... @ TTChelps @ TTCStuart @ bradTTC;0
I went to get a # TTC day pass and the lady telling me $14•50. Im like huh? Isn't it $12•50. The damn lady say she charge me tax long story short, I paid $12•50 # TTCChronicles;0
It'd be nice if the doors on # TTC trains at Jane could be open for more than a microsecond so there's actually time to get on them @ TTChelps;0
I'm not so sure my transit experience was so enjoyable today. # TTC short-turned my streetcar at Kingston Rd. & Queen, forcing us out into the snow. Short-turned the next one, too. Next one came 20 mins. later!! https://twitter.com/jen_keesmaat/status/944582545026400256 …;0
# TTC website doesn’t offer any info on bus routes changes, how terribly typical;0
This is a new one! Only in # Toronto can a bunch of a-holes change the routing of the # TTC. This stuff almost happens on a daily basis! https://twitter.com/TTCnotices/status/944697007670620160 …;0
50 mins should be more than enough time to get from landsdowne to union but here we are... # ttc;0
The # TTC Transit Officer was so sure he caught me when I accidentally showed him yesterday's transfer. Gurl I'm legit;0
2nd # Spadina # TTC entrance opens. Yay! No metropass entrance? Boo. # TTCsucks # FUTTCpic.twitter.com/J4qVl9bqvn;0
@ TTChelps # TTC failing on the 10 minutes or less goal yet again. Traffic no worse than usual. People have things to do and can’t rely on the service we pay for SMH pic.twitter.com/J51IhPYfnv;0
Did he leave behind the good stapler or did he make off with it to New York? # TOpoli # TTC;0
Morning # TTC, Machine not in service @Richmond and Spadina Dec 23 10:52am @ TTCnotices @ TTChelpspic.twitter.com/S8MVIdSUbo;0
So the 10 mins I would have saved by using the 504 King car I just lost by having to wait 14 mins for the King Car! # TTC # commuterlife;0
Took 1 hour to go 4 stops on a # TTC bus today. ~30 min wait for the 34 westbound only for it to stop one stop down and be put out of service due to a driver not showing up for their shift. @ TTChelps;0
There is ABSOLUTELY no way you are the best transit system in North America...NO way. # TTC @ TTCnotices @ TTChelps @ bradTTC 20 min from Bay Stn to Museum Stn. 45 min Queen's Park to Yorkdale. How insanely bad are the others?!?;0
Systemic # TransitFailure is a fact of life with # Toronto # TTC The inclination to ride the # RedRocket East is passing me by like the droves of over-capacity # transit vehicles that groan past me without stopping. @ TTChelps @ torontolife @ cityoftoronto;0
And ANOTHER 502 bus passes us FULL! When will # toronto have a real # transit system @ JohnTory @ TTChelps # ttc # transitfail;0
#502 bus passes us by. Full. Streetcars FULL. more capacity needed NOW @ TTChelps # ttc;0
@ TTChelps any reason bus number 7957, a 76a just blew past a stop full of people, when the bus wasn't even full? # ridiculous # ttc;0
Another slow commute on the new subway line. # tooslow # ttc # thiswassupposedtohelp really hate my new commute @ TTChelps;0
A bus ride that shouldve taken 10 minutes took me 30 because of the new subway extension.Who decided it would be a good idea to make it so you had to get off of a 36 to get on a 36 to travel down finch.Who ever they are deserves to be fired. @ TTCnotices @ TTChelps # ttcsucks # TTC;0
@ TTChelps Two 70C buses in a row, and nothing for another 25 mins...not cool # TTC (at St.Clair/O'Connor going to Warden stn);0
Highly disappointed yet again @ TTChelps @ TTCnotices # APTAaward .... shameful # ttc # ttcproblems;0
@ TTChelps ticket collector fast asleep at Wellesley Station and dozens walk through. # ttc;0
@ TTChelps omg # ttc how can you make people wait 40 minutes for a bus then send 3 you suck;0
I'm 200% certain this person is very nice but this reason for not having the alternate accessible routes on the new # ttc line posted yet isn't very good. I don't feel like being stuck on the platform while this is sorted some time in the future. Please post them now. # disabilityhttps://twitter.com/TTChelps/status/942891011499544576 …;0
@ TTChelps and the bus is full so I don't get a seat. good thing this is such a dead and unused route you need not put any really service on it. # TTC # theworst;0
Waiting again for a silly # TTC streetcar, @ TTCnotices @ TTChelps your service is horrible # documentthis, at least it warmed up # Torontopic.twitter.com/I6sg7HnyPN;0
# TTC @ TTCnotices @ bradTTC waited 32mins for the Finch 36 heading to Finch west station, on the new Subway line already 2 delays & not even at Wilson Station;0
How can there be 5 eastbound King St streetcars in a span of 15 minutes and 0 westbound? @ TTChelps you are absolute garbage. # toronto # TTC # failure;0
@ TTChelps where's the route 60 at finch station? # TTC;0
Seems like today is only day when Torontonians and TTC employees are kind to one another. # TTC @ ttchelps # Shame;0
Not much use having free # TTC if the bus driver kicks everybody off in the freezing cold miles from the station. @ TTCnotices @ TTChelps @ bradTTC @ JohnToryhttps://twitter.com/rcjennings/status/942468927430578181 …;0
@ TTCnotices @ TTChelps Does your 48 westbound no longer has the 5:16pm bus at royal York anymore? This is the 3rd time it has not shown up and I have to catch the 5:30 bus. If so please update your website # ttc pic.twitter.com/chcV5n6E4T;0
@ TTChelps Waiting for the eastbound 32 bus @Eglinton West Stn, others have been waiting longer. Huge crowd. # TTC get it together. Pathetic service.;0
@ ttchelps NO Traffic on king and still Min 15 minute wait to go EB. What’s the point of king st clearing traffic if root problem is the streetcars are too close and bunching And not getting enough speed. The pilot had solved nothing. # TOpoli # KingStreetPilot # TTC pic.twitter.com/s6S8Hlq6JU;0
Thanks assholes. Left an hour and half early to see # StarWarsTheLastJedi and your shitty service made me late. # ttc;0
Wtf with the TTC today. Just WTF. # wtfttc # ttc;0
Don’t you just LOVE when your 15min # TTC commute home after a really hard day at work turns into an hour-long stressful experience??? @ TTChelps;0
This is chaos # ttc pic.twitter.com/EYtFI81w1I;0
# TTC you guys are a bunch of thieves more than a joke. For an entire week you had resricted speed zones all over every major line. People have to wait 3 to 4 subways to get in! You should refund peoples money if you cant provide the service # ttcbspic.twitter.com/n4Tihud5OV;0
Every single # ttc trip I have taken in the past 3 days has been plagued with delays... what is going on @ TTCnotices ?? # notok # ttcproblems;0
Flowers for # ttc you are the reason for ppl being sad & grey everyday:( even your environment is depressing:(;0
# TTC station at Lawrence west smells like pee. Why are we paying so much money for these conditions?;0
How shitty has the # TTC service been this week. Every day I've been delayed @ TTChelps @ TTCing @ bradTTC;0
Another delay today? get shit done please # ttc # badservice # ttcsucks;0
You know it's bad when the people waiting on the platform cheers when a subway finally comes and it's not completely full... # ttc;0
I shouldn’t have to leave a half hour earlier because the # TTC can’t get their shit together. So annoyed.;0
# TTC y’all are trash.;0
Thanks to @ TTChelps @ TTCnotices for consistently making my 1 hour commute even longer... today = 2hours! I don’t know who the hell gave them that BS award for best transit system. # TTC # TTCproblems;0
# ttc SUCKS # worsttransitsystemintheworldhttps://twitter.com/ttcnotices/status/935646665620447233 …;0
# TTC is the worst;0
"So, the Transit System of the year"" needs 9 months to change the amount of time a transfer is valid. Come on, guys. # ttc""";0
When # ttc subway drivers drive packed rush hour trains at the speed of light and slam on the brakes????? Wyd bruh pic.twitter.com/NH9pQJ47vK;0
does the # ttc train the 53 bus drivers to be assholes and ignore people running to the bus???? ruins a morning commute;0
I find the lack of 53 buses on mornings disturbing # ttc # fml # seriously;0
This # TTC # 108B bus driver that pass by 366 Driftwood ave at 6:56am needs to be considerate # TTCFAIL;0
When you are running and you are less than 10 meters away from stop and # TTC bus don’t even stop # ttcfail # ruinedmymorning;0
Been waiting for this bus for 20 mins. Hmm.. @ TTChelps # TTC # exposedpic.twitter.com/97NWg66kZT;0
This is ridiculous @ ttc when u have plenty of buses turning on St clair... is there an extra fare north of St clair # ttc pic.twitter.com/bFZPOQcNIp;0
@ TTCnotices been waiting for the 32 at skymark for 25 mins and two out of service buses flew by us ??? ? ?? Is it 6 away mins or 30? # ttc;0
# ttc sucks ... no streetcars on 504 king to broadview at 6:00 pm ... 4 cats turn up parliament... someone’s not doing their job;0
Sometimes I think I got Twitter just to complain about the # ttc, but a 35 min wait for a bus at York? The station can't open soon enough.;0
I would like to take the opportunity of yet another 2+hr commute to say Fuck You, # TTC;0
@ TTChelps next time a subway stops rapidly between stations. Pls announce something so passengers are not left wondering. # TTC # Toronto;0
30+ mins at Lawrence East station and NO 54E # TTC is a bitch! # Toronto;0
TTC is unfair, commuters are out there, waiting at the bus stop, not getting picked up # ttc # unfair # busboycott2017;0
@ TTChelps no signage at Davisville indicating north exit on northbound platform closed for repairs. Can you fix? # timewasted # TTC;0
@ TTCnotices will the Duff bus ever arrive?! I guess only ( # wasted) time will tell. # ttc # pigs # transit;0
# TTC makes you switch over to @ PRESTOcard and then doesn’t have any loading machines anywhere so you have to buy tokens! This makes no sense;0
My five minute ride from Wilson to Shephard West took fifteen minutes this morning. # TTC;0
Thanks but that's not the point. FIX your machines i'm assuming i'm not the only inconvenienced rider today. # customerservice # ttc;0
Riders can't keep wasting their time waiting for the # TTC (transit system of the year!) to figure out what they are doing;0
Why no conductor announcements on train why constant slow down and stopping NB between Yorkdale and Shepard West? # TTC over 20 minutes!!!;0
Your sentiments were shared by the people who demonstrated at City Hall yesterday! The # ttc service is substandard, putting it mildly.;0
8356 it's here late. Driver was extremely rude too. Black male @ bradTTC @ TTCStuart # ttcfail # TTC;0
@ TTChelps where's route 98c westbound at beecroft? # ttcfail # TTC;0
Wow, an hour to buy # TTC pass and travel 2 km from Union Station. So good to be back in Toronto!;0
The 3 things I hate the most. Ignorance, the cold and the # ttc;0
Just saw a # TTC employee slap someone at Dundas station and I was genuinely afraid to ride the subway;0
Clever workaround. I'm sure the # TTC will still find some way to shut it down and maintain their consistently slow and delayed monopoly, however, because they certainly have a monopoly on poor service. # Toronto;0
# TTC: paying more every year for worse service @ JohnTory @ bradTTC # fail;0
@ TTChelps 81 bus #7844 blew past 1st stop NB on route. Bus was not full. I was waiting at stop. # speeder # ttc # skippingpassengers;0
TTC: the shittier way. :) # TTC # sucks # ass # nuggets;0
The # TTC needs to do a better job of handling inbound traffic to Kennedy station. No reason to be in a tunnel for 10mins during # rushhour;0
# ttc very clear announcement of crew change at Coxwell. New crew walks v e r y s l o w l y to train. No hurry. No one's going anywhere.;0
I'd like a 50% discount too - every time the # ttc takes a train out of service during rush hour. Pls and thank you. @ CBCTorontohttps://twitter.com/cbctoronto/status/915540360167936000 …;0
Thank you, # TTC for blocking young college kids future. Since I missed my quiz today due to the nonsense train issues that NO ONE ANNOUNCES;0
Gotta love transit apps that aren’t accurate. Waited 15 mins for bus that never came. Now I’m gonna be late for an appointment # ttc # fail;0
Dear # ttc when are you going to get the morning commute right?! At a standstill for no reason with zero communication?!;0
# ttc must be run by the devil. Nothing in the world makes you hate other human beings, like rush hour ttc.;0
"8:57 AM. rush hour. Why is # ttc offloading a perfectly fine train at St. Andrew? 2017 transit service of the year award"", my ass.""";0
@ TTCnotices the worst service being provided today at warden station! Where are all the buses? Beards of people waiting and no update # ttc pic.twitter.com/ohEFcZpvsn;0
@ TTChelps late again thanks # ttc https://twitter.com/chelleatlarge/status/915561787868815362 …;0
Wait, you seriously limit the number of times I can text # NextVehicleArrival, # ttc? Then.make.your.vehicles.arrive.;0
@ TTChelps 4 buses all packed Southbound pape and Cosburn. No one can get on! Heard of people at stop. What is the problem today? # ttc;0
Dear # ttc, what's the point of schedules if a) the bus is full & doesn't stop or b) there is no bus at all?;0
@ TTChelps How do I report a bus driver #63 bus #1606 2nd day in a row she is arguing with customers at every stop! Now behind schedule! # TTC;0
About freaking time...compared to other major metropolitan cities # Toronto commuters are seriously gouged!! # TTC # GOTransithttps://twitter.com/680NEWS/status/915524141092089857 …;0
So fedup # TTC 504 crawling frm Bathurst to Univ. First, denies going slowly. Then admits laughing: ahead of schedule. How about us # Torontopic.twitter.com/qQQIw51Grn;0
@ TTChelps clearly you don’t know your station layouts or your just being totally ignorant # TTC # lackofrespectforriders;0
Come on TTC, get it together! This is the 3rd evening I’ve waited 25 mins for a 501 bus downtown. 1-2-3 strikes you’re out! # TTC @ TTChelps;0
Days commuting: 2. Days without delays: 0 # ttc # delayeveryday # toronto;0
Add more buses to Warden station. Why reduce service when there is clearly a demand? # TTC @ CP24 @ TorontoStarpic.twitter.com/g49enBVUWJ;0
Its like # TTC workers just leave whenever they want as long as it's within 30 mins of the time they're supposed to be there.;0
Then the # TTC schedule changes to indicate that the bus is late making it seem like the bus isn't late at all. Schedule? What schedule.;0
When # TTC schedule says the bus is coming in 30 seconds yet the bus is no where to be found.;0
Just discovered that the 29 Dufferin bus has a two-star rating on Yelp. Frankly, I'm surprised it's that high. # TOpoli # TTC;0
The already notorious 29 Dufferin bus route is about to get notorious-er. # TOpoli # TTC;0
The 102 is a complete fucking joke , like who runs this shit ? Seriously # TTC pic.twitter.com/765zoOdmsg;0
Can someone pls explain to me why there are always mountains of sand on streetcar floors? Where is it all coming from??? # TTC pic.twitter.com/kG0WVgaORB;0
Very good bus spacing # unreliable61. Notice the time of the screenshots. 9:40 bus is no where near eg stn. # latebus # latettc # ttc pic.twitter.com/u6uOO4R933;0
# ttc not up to standard ... have been waiting for a bus since 15 mins... one scheduled bus seems to have missed... not acceptable;0
WTF # TTC?! 8:50am and 7 streetcars just standing idle at St.Clair stn. Ppl trying 2 get 2 work. That's 700 people who could be travelling!!;0
Ahh good! 6 buses bunched together! I see the plan to get rid of streetcars and replace them with buses works so much better! # TTC;0
@ TTChelps. Waiting at coxwell. Board says 70c 6 mins. Bus shows up picks up two people and left. should not have turned my back. # ttc probs;0
@ TTChelps Don’t you think trains bypassing Bloor Stn deserves an announcement? # ttc;0
TAKING # TTC ON A WEEKDAY SUCKS ASS. I got to leave work an hour early & I'm on schedule to arrive home at my normal workday time. Quality.;0
Its been a while since my last # TTC rant but here it is...25 minute wait for the college streetcar? Rrrrrreally?;0
Wow my luck today # ttc twice they drove past me while i was waiting for a bus at the proper stop # ttcfail;0
Bus short turned half way randomly with no busses for 20 minutes! This # TTC bus pass was a waste of money! 150 dollars to get to walk home;0
What the brown, steaming f—, # TTC ? # transitfrustration;0
When you're kinda late but still okay but trains are delayed... Damn you # TTC;0
# ttc no surprise Monday. No 39 at 8am... queues at stops Not enough westbound. Alamosa.;0
@ TTChelps Why doesn’t the 503 replacement bus stop to pick people up? If it’s meant to be express, it shouldn’t stop to let people off. # TTC;0
Wtf do we buy metro passes for the fucking # ttc when they just shut the door on us n go # annoying # justlikeyrposters;0
Favourite part of every morning is getting on a overcrowded 84/196 # TTC bus. Way to keep up with the growing city @ TTChelps # ExtendTheSubway;0
Two buses just skipped my stop. Who needs to get to work on time? Thanks @ TTCnotices # TTC;0
What follows is a thread on the fuckery of the # TTC and @ PRESTOcard: there’s a set of gates at Eglinton that ALWAYS declined entry.;0
wait for a bus pass to tell me to go to a different station because they have non. I spent my extra 20 minutes in line, post a sign! # ttc;0
# ThisIsWhere # TTC creates a campaign to let us know how UNSAFE it is to ride... good thing they have all these guards around now... # Toronto;0
When # TTC bus schedules are more like suggestions, thank gods for apps like # RocketMan. My every-30-min bus left 10min early. SMH;0
have you seen the disturbing # TTC campaign that's reminding Torontonians how unsafe riding the rocket can be... https://twitter.com/CarolynRohaly/status/914138375447367680 …;0
@ ttcnotices @ ttchelps @ PRESTOcard # ttc # besttransitsystem2017 Oh and how is a terminal station, like Finch Station out of daypass to sell?;0
Wait transit user, wait. Then we will send two buses back to back. Never depend on # TTC. pic.twitter.com/A7aJ1LlMVK;0
On 2seater bus, bag&heavy jakt on lap & creep sneakily put his hand on my leg w/o me noticing # wtf # ttc @ TTChelps # womanproblems # improvettc;0
Happening too much at Yonge&Eg @ TTCnotices @ TTChelps. Buses forcing 2 cross outside of the walkway. # wtf # ttc # toronto # danger # dosomethingpic.twitter.com/dBuRSShDNB – bei Eglinton Subway Station;0
@ TTChelps Just waited over 20 mins for # ttc bus route 22 at Gerrard and Coxwell, then 3 buses came at the same time. # fail;0
Where is the EB 506 shuttle bus? Been waiting near Lansdowne & still no show. What is up? So much for getting to work @ TTChelps # TTC;0
How can @ TTChelps @ TTCnotices be considered a quality system? My bus has been skipped @least 3 times in the last 8 times I've taken it # ttc;0
@ TTChelps Poor service # TTC when making us to switch trains 4 times at Kipling Station!! Not cool at all! Such a bad customer experience!!;0
Really @ TTChelps ??? The #of complaints you got last year wasn't enough?? U STILL have subway cars w no AC?? NOT ACCEPTABLE. Fix this! # TTC;0
This heat wave and lack of cooling on streetcars is making riders testy and irate. A fight nearly broke out on 504 @ TTChelps # TTC # oven;0
Rush Hour: # TTC Edition. Waiting 20 minutes between streetcars going to Spadina, then stopping for an 8 minute break on the way. @ TTChelps;0
It rains almost everyday and the # TTC still can't get through delays @ TTChelps Complete nightmare.;0
Thanks # ttc # fail bought a metro pass and since yr teller was incorrect at my change he threw it at me once i told him he owed me a dollar;0
@ TTChelps this nonsense needs to end. # ttc. Presto needs to function or ditch it.;0
i have accepted the daily # # TTC delays as a given and can't do anything about it. but the road works are getting to my nerves!;0
Monday hits # TTC hard. # lateforclass # thanksTTC;0
# Ttc I've been waiting for the 98c for 1hour and a half ......you were suppose to be here 1hour and 25 minutes ago ...;0
@ JoshColle : Over 70% of # TTC # transit revenues are from the # farebox. Not sustainable. System struggling w/ long neglect but investing now;0
WTF TTC!!!! we have been waiting for #84 at Younge & sheppard for more than 25 minutes!!!!!! # ttc # Toronto;0
The # TTC app shows only 17 minutes until my bus arrives. Nice. # fuckrightoff;0
Starting off my vacation with a missing # ttc bus. Classic. This is why I need a vacation.;0
"Rush hour in the morning and all your buses are out of service""?! Your sorry won't do anything to keep my job! Shame on @ TTCnotices # ttc – bei Don Mills Subway Stn Bus Depot""";0
Classic # TTC walking from King to Bathurst today w/ no streetcars.;0
TTC decides to discontinue 1 ticket-2 hrs ride on St ClairW instead of extending it to # city! Why? @ JohnTory @ JoshColle Pl make # TTC usable!;0
If the bus says it will be here in 11 minutes. I expect it to be here in 11 minutes. Not 25!! # ttc;0
# TTC at it again. 3 number 7 buses hanging out at Bathurst Station.;0
Can you guys PLEASE monitor the drivers' driving! It seems like a majority of them don't know how to use the brake properly anymore. # ttc;0
Dear @ TTChelps can you please teach manners to this driver, he skipped a bus stop and when I asked why he yelled at me! # TTC # 300A thankspic.twitter.com/dJrG3AHwpB;0
@ TTCHelps Line 2 Bloor Danforth still A/C are not fixed yet, it's been going on since last year # TTC;0
Stupid # ttc. Why would you have the last buses end before the last subway?;0
It's been over 20 mins and people are piling up just to wait for the bus. # TTC in a nutshell.;0
Really, # ttc? can't add extra buses on the 36? Just witnessed an inordinate amount of people literally cram in the bus. just abysmal.;0
Gotta love when a # TTC bus is due, and drops service, so the already crowded route gets even worse.;0
A pity @ TTChelps # ttc, few buses for so many users going to Queens Street E. The Woodbine station crowded.;0
@ TTChelps gotta love it when the tram drivers on the 505 see you running and close the door the second you get there. # CustomerService # ttc;0
# ttc is the literal worst. The subway has been closed every. Single. Weekend. This city nd its transit system seriously need a readjustment.;0
When the # TTC is forever screwing you over and arrives earlier than the stated time so you've to wait 25mins for the next bus;0
# ttc how the fuck does the subway breakdown first thing in the morning.. Serious??? 100 people at Christie Station all mad;0
Such a mess getting home tonight after work with this closure on the # TTC # exhausted # IJustWantMyBed;0
Your # TTC staff need to learn to be courteous and develop empathy for frustrated riders @ TTChelps;0
The queen bus is one of the levels of hell, right? # ttc # toronto;0
Too late, I walked to another street. I don't mind waiting, but I hate being ignored. I hate paying to be ignored. # ttc # toronto # fixthis;0
There has been a 15 minute delay btwn on Line 1 north to Yorkdale w ZERO announcements! @ TTChelps # ttc # awful;0
The #501 bus is a literal shitshow. I should have walked. # ttc # thebetterway;0
It's clearly a design problem with the new # TTC buses, as it's really not comfortable at all.;0
REMINDER: There will be no # TTC service Sheppard W - St. George stations. Plan to use the Yonge line or existing east-west bus routes pic.twitter.com/HURbwDb8If;0
Every day thisweek..One bus in 20 minutes..drives right by..34 bus sucks so does # TTC @ TTChelps;0
Typical # TTC # delays during rush hour & infrequent service! # Fail # WorstTransitSystem # FasterToWalkThanTakeTTC @ TTChelpspic.twitter.com/jxFAUrfUZm;0
Twice I've contacted @ TTChelps this week and each time they've been entirely unhelpful. Going to the next Meet The Managers meeting. # TTC;0
Not cool # ttc # unreliable61 @ TTChelpspic.twitter.com/DQVGcBKn4p;0
When I first got here it said it was going to be here at 6:10.... # unreliable61 # ttc @ TTChelpspic.twitter.com/f6XG9ChtOC;0
After melting on the streetcar last summer, this year it's freezing on the bus # ttc @ TTChelps;0
Dear @ TTChelps, do your bus drivers not see bicycles? I was overtaken and almost thrown onto the curb twice by the same driver. # ttc # boo;0
Why are so many 504 streetcars # shortturn lately? As if the Queen St construction/buses wasn't bad enough... @ TTChelps # ttc # ttcfail;0
@ bradTTC This is my favorite part of the Ttc, waiting for the bus driver party to end at the Dufferin loop EVERY. SINGLE. DAY. # TTC pic.twitter.com/lTzlAVHnkz;0
Seriously @ TTChelps what's the reason? No notices, nothing. Typical # TTC pic.twitter.com/nZWTgMCXyZ;0
@ TTCnotices @ TTChelps # ttc never disappoints with # badservice # delays # worsttransit;0
If there are no streetcars going to Main St. Stn, then maybe the # ttc trip advisor shouldn't propose that route @ TTCnotices @ TTChelps;0
# TTC update: wait time to board a bus and depart Broadview station is 60-75 minutes. Suggest driving or # Uber instead. # Fail. @ TTChelps;0
Keeping it real casual despite being (a few minutes) behind schedule # ttc # alwayslate # whyihatethettc @ TTChelps thanks for being consistentpic.twitter.com/6GXhO9qXmE;0
@ bradTTC @ JoshColle hoe much did it cost to paint the SRT trains blue and really was it necessary or just a way to waste the budget # TTC;0
Guy is smoking on broadview platform # ttc @ TTChelps;0
Again # TTC ruins another summer weekend by shutting down subway service # Fail # TorontoHatesTTC # WorstTransitService @ TTChelps;0
Double the regular wait for a subway when you're fucking up everyone's travel plans. # butwhytho # TTC @ TTChelps;0
@ TTChelps btw the bus 8043 went by out of service. This is the shittiest fucking bus service! # ttcsucks # ttcisshit # ttc # ttcisajoke;0
One of these works & one doesn't. @ TransLink's # compasscard works (card & system) @ Metrolinx' @ PRESTOcard doesn't (yet?). @ bradTTC # TTC pic.twitter.com/YNa46Wo5dB;0
@ TTChelps been waiting at Cosburn and pape for bus SB for over 10 min. It's still not here it close! # Ttc # nobuses;0
That feeling you get when what would be a 10 minute drive by # car takes 45 minutes by # TTC # fail # worsttransitsystem @ TTChelps;0
You can always count on the # TTC to make you # late with daily # delays and # disruptions - # worsttransitsystem # fail @ TTChelps;0
Oh hey @ TTChelps just wanted to say thanks for kicking a 41E bus full of passengers out at Keele/Finch # ttc;0
Is this a joke? All escalators on every level at Wilson Stn is down. Surely # ttc can get their employees to restart them. @ ttchelps;0
@ bradTTC just tax payers money right? Why have your armour car division if collectors can take home this amount. # TTC # cantfixstupidhttps://twitter.com/TorontoStar/status/888074802849886208 …;0
@ TTChelps And I'd appreciate you to look into it now and an actual response, and not some request to submit a complaint. # TTC;0
Hey @ TTChelps! Why didn't the 97A going north stop at Teddington Park Ave?! It was bus #1297. Didn't even look or slow down! # TTC;0
@ TTChelps ha! Ran out of $ presto while on # streetcar = stuck. Go to # subway = # presto machine broken. Go to other entrance = no presto # ttc pic.twitter.com/LMND1xzWkY;0
Dear @ TTChelps @ bradTTC @ TTCnotices Please explain why the northbound trains on line 1 between Lawrence and Sheppard-Yonge are so slow # TTC;0
Hey @ TTChelps, can you teach your drivers how to brake properly? I don't take the bus to learn how to fly. # ttc;0
@ TTCnotices @ TTChelps why is 5 Avenue sitting at Queen’s Park for 15 minutes? Had I known, I would have taken the subway. # TTC # Toronto;0
@ TTChelps 63 S at Hallam runs by without stopping. Not full. Next bus is totally packed. What's up with that? # TTC;0
This is what happens when # ttc has a bus running every 1/2hr. Warden/Steeles 68B South @ TTChelps # TTCproblems # Toronto # sad # truthpic.twitter.com/gQYkGxRV2U;0
These things break way too often # TTC # PRESTO @ TTChelps # transitIssuespic.twitter.com/rEZu5qxqYR;0
RT @ jenarmel: Everyone looks so sad commuting on the # TTC! Come on everyone, learn to smile. It's a beautiful day in # Toronto! @ TTChelps…;0
Thanks again # TTC having to miss the train @ TTChelpspic.twitter.com/p2sLbnVMNW;0
@ TTChelps your one bus goes missing, and second one, the driver literally left me sitting inside the DWA! THANKS! f'd up service # TTC;0
After the driver refused to have the passenger onboard and held the bus for 5min....... # ttc # ttcnotices # ttchelpspic.twitter.com/tRx8jJKuGn;0
Seriously @ TTChelps why does it take an hour to get from Wilson to downsview? # ttc # ttcfails;0
S/O to this @ TTChelps bus for giving me 1ft of space in the bike lane. # wtf # TTC # CycleTO # Toronto # cyclistpic.twitter.com/WMjC5yPveR;0
@ TTChelps, when the Lakeshore and subway are both closed, MORE streetcars are required. NOT FEWER. # 15minwait # thisiscalledlogic # ttc #505 – bei Dundas West Subway Station;0
Wow! # TTC ticket person yelling at us because we asked to change a $20 for 2 people ride at wellesley stn @ TTChelps # AwfulService;0
@ TTChelps TY once more # ttc. Tonight at 10:50 your 44 Kipling bus driver bus 8051 almost ran over my family at a STOP sign. Saw us clearly.;0
@ ttchelps what happened to the nextbus data on gerrard east? NO DATA for anything right now # ttc;0
@ ttchelps Can't # TTC do anything right? Closing a chunk of the Bloor line on a weekend when parts of Lakeshore and Bloor are closed. Stupid. pic.twitter.com/NVrtrDqfJR;0
@ ttchelps What a horrible job keeping things moving. 200+ people waiting for shuttles at Ossington. # TTC drops the ball once again.;0
The one day in months I decide to take # ttc around town, I’m reminded why I don’t. Absolutely terrible service this wknd @ TTChelps;0
@ TTChelps after a 20 minute wait for the 510 streetcar it's not in service. Thanks # ttc pic.twitter.com/FK1lqlrVz1;0
The awarded public transit @ TTChelps # WhatAJoke # TTC https://twitter.com/sharon_k_gill/status/886267090411413504 …;0
@ TTChelps awful when doors close before everyone exits. Lady got crunched & lots couldn't board. 10min till the next train! Y the rush? # TTC;0
Whoever named @ TTChelps best public transportation for sure never used their services. # TTC # whatajoke;0
@ JohnTory @ TTCnotices @ TTChelps @ bradTTC It's crazy that I have 2 pay 6$ 2 go get milk one subway stop away # thatsnotcustomerfriendly # ttc;0
Way to go, driver #9061 who out loud was stating how much he hates how passengers can complain over Twitter now! @ TTChelps # TTC pic.twitter.com/kVilJN1PnQ;0
@ TTChelps airco not working on line 2 again, car 5133 # ttc;0
@ TTChelps remind your drivers to DEMAND everyone move into the bus! This is frustrating! # Bus185 #7517 # ttc;0
@ TTChelps Bus number 8462 going out of service for no reason when we are all behind the white line. 186 Wilson Express. # TTCFail # TTC;0
@ TTChelps it would be awsome if your entrances actually worked. St george entrance both token doors r broken, no presto, no attendant # TTC;0
# TTC busdriver,route 67N,7436 extremely unprofessional & rude. Closed the door on a passenger, said he will get paid regardless. @ TTChelps;0
What a disaster on the 112 bus. Operator 7955 is a complete disgrace to the TTC & Toronto as far as I'm concerned # TTC @ TTChelps # IHaveVids;0
Why are the TTC subway stations not air conditioned & when will they be? We R sweating before we even get to work in the mrn! # TTC @ TTChelps;0
9070 bus driver on 53E didn't let us on and said it was a full bus but it wasn't # ttc @ TTChelps # IHaveSurguriesToGetTo;0
# TTC @ TTChelps how come a replacement bus just blew past me while waiting forever at the stop? You need a massive overhaul on every level;0
